Date,Gross_Revenue,Exchange_Rate_JPY_USD,Net_Gas_Price,CPI,Corn_Price
2014-01-01,1025.236593059937,118.112744,4.1850000000000005,121.83125,5.10408
2014-02-01,1030.4942166140904,113.910526,4.687200000000001,122.28177083333334,5.3335799999999995
2014-03-01,1019.9789695057834,114.192176,6.5937,123.06927083333333,5.75892
2014-04-01,1027.8654048370136,116.625632,4.0827,123.47500000000001,6.2118
2014-05-01,1022.6077812828602,115.25118,4.4547,123.90625000000001,6.20568
2014-06-01,1030.4942166140904,115.25118,4.175700000000001,124.13697916666666,5.69772
2014-07-01,1025.236593059937,114.36116600000001,4.1571,124.08854166666667,5.09184
2014-08-01,1033.1230283911673,115.42017000000001,3.5061,123.88125000000001,4.3145999999999995
2014-09-01,1027.8654048370136,118.40566,3.7293,123.97447916666667,4.4523
2014-10-01,1030.4942166140904,123.13738000000001,3.8502,123.66302083333333,3.9320999999999997
2014-11-01,1025.236593059937,128.342272,3.5526,122.99531250000001,4.5716399999999995
2014-12-01,1033.1230283911673,133.09652400000002,3.999,122.29791666666668,4.77054
2015-01-01,1038.3806519453208,135.41732000000002,2.9946,121.72239583333334,4.84398
2015-02-01,1041.0094637223974,132.183978,2.6784,122.25104166666668,4.52574
2015-03-01,1035.751840168244,135.25959600000002,2.5947,122.97864583333333,4.74912
2015-04-01,1043.6382754994743,134.763892,2.4459,123.22864583333333,4.67262
2015-05-01,1038.3806519453208,135.428586,2.5296000000000003,123.85677083333334,4.4431199999999995
2015-06-01,1046.267087276551,140.419424,2.5854,124.290625,4.31154
2015-07-01,1041.0094637223974,138.594332,2.5947,124.29895833333333,5.171399999999999
2015-08-01,1043.6382754994743,139.675868,2.5667999999999997,124.12291666666667,4.48596
2015-09-01,1041.0094637223974,135.124404,2.4831,123.9296875,4.51656
2015-10-01,1038.3806519453208,134.718828,2.1762,123.87395833333333,4.7583
2015-11-01,1046.267087276551,135.98062000000002,1.7856,123.61250000000001,4.60836
2015-12-01,1043.6382754994743,138.436608,1.9158000000000002,123.19010416666667,4.5747
2016-01-01,1051.5247108307046,134.40338,2.2227,123.39375,4.30236
2016-02-01,1054.1535226077813,136.386196,2.1204,123.4953125,4.544099999999999
2016-03-01,1048.8958990536278,128.364804,1.4601000000000002,124.02708333333334,4.35438
2016-04-01,1051.5247108307046,126.246796,1.6461000000000001,124.61510416666667,4.33296
2016-05-01,1056.7823343848581,122.67547400000001,1.7763,125.11927083333335,4.79502
2016-06-01,1051.5247108307046,123.41903,2.1576,125.53020833333333,5.0643
2016-07-01,1048.8958990536278,115.499032,2.5947,125.32708333333333,4.4064
2016-08-01,1054.1535226077813,115.352574,2.7621,125.4421875,3.98718
2016-09-01,1051.5247108307046,116.29891800000001,2.6784,125.74375,3.9627
2016-10-01,1056.7823343848581,114.51889000000001,2.6412,125.90052083333335,4.23504
2016-11-01,1051.5247108307046,117.33539000000002,2.3529,125.7046875,4.2717600000000004
2016-12-01,1054.1535226077813,128.54506,2.7528,125.74583333333334,4.1922
2017-01-01,1064.6687697160883,132.43183,3.4503000000000004,126.47864583333333,4.35438
2017-02-01,1067.2975814931651,127.58745,2.79,126.8765625,4.50738
2017-03-01,1062.0399579390116,128.128218,2.3622,126.9796875,4.67568
2017-04-01,1064.6687697160883,124.93994,2.9109000000000003,127.35625,4.50126
2017-05-01,1069.9263932702418,125.99894400000001,2.9760000000000004,127.46510416666668,4.6206
2017-06-01,1064.6687697160883,125.46944200000002,2.7156000000000002,127.58072916666667,4.53492
